graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
EX2,560,4368,127,72282890,no
EX2,560,4368,128,63143174,no
EX2,560,4368,126,63252175,no
EX2,560,4368,125,68971536,no
EX2,560,4368,122,121134699,no
EX2,560,4368,127,63478188,no
EX2,560,4368,123,80982066,no
EX2,560,4368,125,65464723,no
EX2,560,4368,125,73776903,no
EX2,560,4368,127,66714514,no
