graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
GD96_a,1096,1677,698,372154495,no
GD96_a,1096,1677,701,289848051,no
GD96_a,1096,1677,703,258709042,no
GD96_a,1096,1677,700,227736367,no
GD96_a,1096,1677,692,384105180,no
GD96_a,1096,1677,700,281459671,no
GD96_a,1096,1677,703,235964279,no
GD96_a,1096,1677,695,384875421,no
GD96_a,1096,1677,696,382753391,no
GD96_a,1096,1677,701,382668462,no
