graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
L,956,1820,566,243672793,no
L,956,1820,572,207991697,no
L,956,1820,570,268077898,no
L,956,1820,571,215100213,no
L,956,1820,568,270867187,no
L,956,1820,570,270231382,no
L,956,1820,570,331977176,no
L,956,1820,569,328879978,no
L,956,1820,564,328105070,no
L,956,1820,570,330378629,no
