graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
GD96_d,180,228,114,10422394,no
GD96_d,180,228,114,10315912,no
GD96_d,180,228,114,10432778,no
GD96_d,180,228,114,10667537,no
GD96_d,180,228,114,10340006,no
GD96_d,180,228,114,10446488,no
GD96_d,180,228,114,10351015,no
GD96_d,180,228,114,10393064,no
GD96_d,180,228,114,10399799,no
GD96_d,180,228,114,10375255,no
