graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
GD01_b,18,26,12,4981857,no
GD01_b,18,26,12,4955120,no
GD01_b,18,26,12,4961639,no
GD01_b,18,26,12,4968983,no
GD01_b,18,26,12,4969105,no
GD01_b,18,26,12,4964449,no
GD01_b,18,26,12,4985115,no
GD01_b,18,26,12,4962675,no
GD01_b,18,26,12,4999571,no
GD01_b,18,26,12,4953916,no
