graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
Chebyshev1,261,1542,3,18478443,no
Chebyshev1,261,1542,3,19656743,no
Chebyshev1,261,1542,3,18026410,no
Chebyshev1,261,1542,3,18695915,no
Chebyshev1,261,1542,3,18878109,no
Chebyshev1,261,1542,3,18998803,no
Chebyshev1,261,1542,3,20735365,no
Chebyshev1,261,1542,3,22894663,no
Chebyshev1,261,1542,3,20901039,no
Chebyshev1,261,1542,3,20557651,no
