graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
brock200-1,200,14834,6,18895542,yes
brock200-1,200,14834,6,21739919,yes
brock200-1,200,14834,6,20236104,yes
brock200-1,200,14834,6,23100846,yes
brock200-1,200,14834,6,21279334,yes
brock200-1,200,14834,6,21762833,yes
brock200-1,200,14834,6,22652618,yes
brock200-1,200,14834,6,20691877,yes
brock200-1,200,14834,6,22194549,yes
brock200-1,200,14834,6,22798641,yes
