graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
dwt__234,234,300,151,26730463,no
dwt__234,234,300,149,32758913,no
dwt__234,234,300,150,32286547,no
dwt__234,234,300,150,27536020,no
dwt__234,234,300,149,34614348,no
dwt__234,234,300,150,31109536,no
dwt__234,234,300,150,30037630,no
dwt__234,234,300,149,29803939,no
dwt__234,234,300,151,33667102,no
dwt__234,234,300,149,34102451,no
