graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
lund_a,147,1151,30,9924261,no
lund_a,147,1151,30,15915653,no
lund_a,147,1151,31,9418088,no
lund_a,147,1151,30,8803604,no
lund_a,147,1151,30,11117663,no
lund_a,147,1151,30,14071149,no
lund_a,147,1151,30,12607642,no
lund_a,147,1151,30,10532262,no
lund_a,147,1151,30,9803253,no
lund_a,147,1151,30,17131256,no
