graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
fidap001,216,2079,24,25117069,no
fidap001,216,2079,24,25006524,no
fidap001,216,2079,24,31643176,no
fidap001,216,2079,24,24834619,no
fidap001,216,2079,24,18557016,no
fidap001,216,2079,24,25716730,no
fidap001,216,2079,24,22206253,no
fidap001,216,2079,24,24929245,no
fidap001,216,2079,24,21183734,no
fidap001,216,2079,24,22084016,no
