graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
e05r0100,236,2847,18,19206492,no
e05r0100,236,2847,18,26878208,no
e05r0100,236,2847,18,19113965,no
e05r0100,236,2847,18,26198046,no
e05r0100,236,2847,18,22722721,no
e05r0100,236,2847,18,16180950,no
e05r0100,236,2847,18,18508542,no
e05r0100,236,2847,18,19688974,no
e05r0100,236,2847,18,22185136,no
e05r0100,236,2847,18,17014802,no
