graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
fs_541_4,541,2466,3,52298859,no
fs_541_4,541,2466,3,51285288,no
fs_541_4,541,2466,3,52050263,no
fs_541_4,541,2466,3,51795858,no
fs_541_4,541,2466,3,52680041,no
fs_541_4,541,2466,3,54174079,no
fs_541_4,541,2466,3,52278815,no
fs_541_4,541,2466,3,53602113,no
fs_541_4,541,2466,3,52109382,no
fs_541_4,541,2466,3,52475712,no
