graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
gre__343,343,1092,138,78637982,no
gre__343,343,1092,140,78628125,no
gre__343,343,1092,140,72651732,no
gre__343,343,1092,133,79235211,no
gre__343,343,1092,136,62909380,no
gre__343,343,1092,135,68160206,no
gre__343,343,1092,140,76718423,no
gre__343,343,1092,136,73458271,no
gre__343,343,1092,136,62871760,no
gre__343,343,1092,136,78684020,no
