graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
rw136,136,373,63,10716770,no
rw136,136,373,61,13360092,no
rw136,136,373,64,7948006,no
rw136,136,373,61,13900673,no
rw136,136,373,61,14367078,no
rw136,136,373,62,8576403,no
rw136,136,373,62,18906050,no
rw136,136,373,64,7975128,no
rw136,136,373,64,8348285,no
rw136,136,373,60,19673519,no
