graph_name,graph_order,graph_size,fitness_value,elapsed_time(microseconds),is_dense
saylr1,238,445,143,54472291,no
saylr1,238,445,144,49206573,no
saylr1,238,445,142,42009887,no
saylr1,238,445,146,31137853,no
saylr1,238,445,144,54155071,no
saylr1,238,445,143,33539321,no
saylr1,238,445,148,27754839,no
saylr1,238,445,141,49280568,no
saylr1,238,445,145,43206527,no
saylr1,238,445,144,33809736,no
